Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG.1,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados.1,Pases_intentados.2,Pases_progresivos,Pases_progresivos.1,Regates_exitosos,Regates_exitosos.1,Pases_medios_completados,Pases_largos_completados,xAG.2,xAG.3,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados.1,Pases_completados.2,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date,market_value
Konstantinos Koulierakis,gr GRE,CB,21-170,"Saturday May 17, 2025",0,0,0.0,0.0,0.0,0.0,1,41,41,41,3,3,1,1,20,5,0.0,0.0,0.0,2,35,6,0,1,33,33,33,0,7,0,1,0,100.0,0,1,0,0,27,0,0,1,1,33.3,30.06.2029,9.175034883977693
Konstantinos Koulierakis,gr GRE,LB,20-305,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,1,35,35,35,1,1,0,0,9,3,0.0,0.0,0.1,0,21,13,1,1,22,22,22,1,1,0,7,0,,0,0,1,0,14,1,1,1,3,60.0,30.06.2029,11.551288896549702
Donyell Malen,nl NED,RM,25-305,"Saturday November 9, 2024",0,0,0.0,0.0,0.0,0.0,0,6,6,6,0,0,0,0,0,1,0.0,0.0,0.0,0,6,0,0,0,3,3,3,0,0,0,6,2,0.0,3,0,1,0,8,2,0,0,0,,-,1.873549713515546
Maximilian Beier,de GER,FW,21-312,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,1,11,11,11,2,2,0,0,2,0,0.0,0.0,0.0,0,11,0,0,0,8,8,8,0,0,0,7,0,,0,0,0,1,8,2,0,0,2,66.7,30.06.2029,12.389756418788078
Ritsu Doan,jp JPN,RM,26-322,"Sunday May 4, 2025",0,0,0.0,0.0,0.3,0.3,3,15,15,15,1,1,1,1,1,1,0.3,0.3,0.6,0,14,1,0,2,5,5,5,0,1,0,10,2,50.0,1,1,2,1,10,1,0,2,1,33.3,30.06.2030,14.938212639986503
Ritsu Doan,jp JPN,RW,26-237,"Saturday February 8, 2025",0,1,0.1,0.1,0.5,0.5,4,34,34,34,6,6,3,3,15,0,0.5,0.5,0.6,4,34,0,0,0,28,28,28,0,0,0,19,3,60.0,0,2,2,5,37,9,1,0,0,,30.06.2030,51.09373810821742
Ritsu Doan,jp JPN,RW,26-097,"Saturday September 21, 2024",1,1,0.1,0.1,0.0,0.0,1,45,45,45,6,6,1,1,13,4,0.0,0.0,0.3,3,45,0,0,1,30,30,30,0,1,0,29,4,33.3,2,2,7,1,44,12,0,1,0,,30.06.2030,24.0104794714768
Ritsu Doan,jp JPN,RW,26-265,"Saturday March 8, 2025",0,2,0.1,0.1,0.2,0.2,2,26,26,26,2,2,1,1,5,2,0.2,0.2,0.2,1,23,2,0,2,16,16,16,1,2,0,12,3,33.3,1,2,2,1,25,5,0,2,2,100.0,30.06.2030,20.873173116139665
Ritsu Doan,jp JPN,RM,26-328,"Saturday May 10, 2025",0,2,0.3,0.3,0.0,0.0,5,31,31,31,5,5,3,3,7,0,0.0,0.0,0.1,2,27,3,0,4,23,23,23,1,7,0,31,4,60.0,1,3,3,1,29,6,1,4,0,0.0,30.06.2030,43.95691828168161
Konstantinos Koulierakis,gr GRE,CB,20-299,"Sunday September 22, 2024",0,0,0.0,0.0,0.0,0.0,1,11,11,11,0,0,0,0,4,4,0.0,0.0,0.0,1,9,2,0,0,9,9,9,0,9,0,0,0,,0,0,0,0,8,0,0,0,1,100.0,30.06.2029,23.577071106053904
Konstantinos Koulierakis,gr GRE,CB,20-361,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,1,93,93,93,13,13,1,1,56,9,0.0,0.0,0.0,8,88,5,0,0,85,85,85,0,4,0,5,1,100.0,0,1,2,0,77,0,0,0,0,0.0,30.06.2029,23.657718964909456
Maximilian Beier,de GER,RM,22-016,"Saturday November 2, 2024",1,3,0.6,0.6,0.2,0.2,6,40,40,40,7,7,4,4,6,1,0.2,0.2,0.4,3,39,0,0,2,28,28,28,1,0,0,35,6,66.7,2,3,3,3,45,11,0,2,0,,30.06.2029,91.06488779125412
Ritsu Doan,jp JPN,RW,26-223,"Saturday January 25, 2025",0,0,0.0,0.0,0.2,0.2,4,27,27,27,5,5,2,2,11,2,0.2,0.2,0.2,3,23,4,0,5,17,17,17,0,1,0,19,2,33.3,4,2,1,0,18,4,3,5,0,0.0,30.06.2030,10.576135161622942
Ritsu Doan,jp JPN,RM,26-335,"Saturday May 17, 2025",1,2,0.1,0.1,0.3,0.3,5,44,44,44,7,7,1,1,10,3,0.3,0.3,0.3,4,43,1,0,4,32,32,32,0,2,0,33,3,20.0,3,3,1,5,47,3,0,4,1,33.3,30.06.2030,59.94615195678189
Ritsu Doan,jp JPN,"RW,RM",26-132,"Saturday October 26, 2024",1,2,0.5,0.5,0.0,0.0,5,45,45,45,2,2,3,3,10,1,0.0,0.0,0.1,3,44,1,0,4,33,33,33,0,2,0,29,5,50.0,2,2,1,5,49,6,0,4,2,100.0,30.06.2030,73.79795307630772
Julian Brandt,de GER,"AM,RM",28-310,"Saturday March 8, 2025",0,1,0.1,0.1,0.0,0.0,1,38,38,38,3,3,0,0,12,1,0.0,0.0,0.1,3,38,0,0,4,29,29,29,0,0,0,28,7,0.0,3,0,4,3,41,12,0,4,0,0.0,30.06.2026,6.405713908761053
Maximilian Beier,de GER,"LW,FW",22-128,"Saturday February 22, 2025",1,6,0.8,0.8,1.0,1.0,2,35,35,35,2,2,3,3,8,1,1.0,1.0,0.7,0,34,1,0,2,25,25,25,0,1,0,24,11,75.0,1,3,2,2,41,15,1,2,0,0.0,30.06.2029,120.48533600282259
Donyell Malen,nl NED,LM,25-298,"Saturday November 2, 2024",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,2,2,2,0,0,0,3,0,,0,0,0,3,3,1,0,0,0,0.0,-,1.89004435032429
Maximilian Beier,de GER,"RB,CM",22-142,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,0,3,3,3,1,1,0,0,1,0,0.0,0.0,0.0,1,3,0,0,0,3,3,3,0,0,0,2,2,,0,0,1,0,2,0,1,0,0,0.0,30.06.2029,12.939391891603604
Konstantinos Koulierakis,gr GRE,CB,21-057,"Friday January 24, 2025",0,2,0.1,0.1,0.0,0.0,4,108,108,108,7,7,0,0,61,5,0.0,0.0,0.1,13,106,2,0,1,105,105,105,0,5,0,6,2,,0,0,2,0,103,0,2,1,0,,30.06.2029,34.74418501077521
Konstantinos Koulierakis,gr GRE,CB,21-066,"Sunday February 2, 2025",0,1,0.0,0.0,0.0,0.0,2,36,36,36,2,2,0,0,21,5,0.0,0.0,0.0,5,36,0,0,0,31,31,31,0,10,0,1,0,,0,1,2,0,29,0,0,0,2,100.0,30.06.2029,18.87765492752333
Konrad Laimer,at AUT,RB,27-110,"Saturday September 14, 2024",0,0,0.0,0.0,0.0,0.0,0,15,15,15,0,0,0,0,3,0,0.0,0.0,0.0,1,14,1,0,0,14,14,14,0,0,0,5,1,0.0,1,0,0,1,15,1,2,0,0,,30.06.2027,4.941805099422512
Julian Brandt,de GER,AM,28-114,"Saturday August 24, 2024",0,3,0.1,0.1,0.0,0.0,3,58,58,58,8,8,0,0,15,2,0.0,0.0,0.1,4,57,1,0,6,44,44,44,0,1,0,40,4,0.0,1,5,1,0,55,10,0,6,1,100.0,30.06.2026,39.399982047234765
Maximilian Beier,de GER,"LW,AM",22-114,"Saturday February 8, 2025",0,0,0.0,0.0,0.0,0.0,2,4,4,4,0,0,1,1,2,0,0.0,0.0,0.0,0,3,1,0,0,3,3,3,0,0,0,6,1,33.3,2,0,0,0,2,1,1,0,0,0.0,30.06.2029,10.416535593144841
Julian Brandt,de GER,"AM,LW",28-282,"Saturday February 8, 2025",1,3,0.1,0.1,0.1,0.1,4,38,38,38,1,1,0,0,8,0,0.1,0.1,0.0,2,37,1,0,2,33,33,33,0,0,0,20,3,0.0,2,0,2,1,36,9,0,2,0,0.0,30.06.2026,23.447684066034483
Ritsu Doan,jp JPN,"RW,RM",26-160,"Saturday November 23, 2024",0,0,0.0,0.0,0.3,0.3,2,31,31,31,4,4,2,2,2,4,0.3,0.3,0.2,1,30,1,2,2,25,25,25,0,1,1,13,0,33.3,4,2,1,2,29,3,0,2,0,,30.06.2030,39.03397477655308
Julian Brandt,de GER,"CM,LM",28-191,"Saturday November 9, 2024",0,0,0.0,0.0,0.0,0.0,0,28,28,28,3,3,1,1,7,3,0.0,0.0,0.0,2,28,0,0,1,21,21,21,0,1,0,11,1,100.0,0,1,1,2,29,2,0,1,0,,30.06.2026,8.33481515301182
Konstantinos Koulierakis,gr GRE,CB,20-340,"Saturday November 2, 2024",0,1,0.0,0.0,0.1,0.1,3,112,112,112,8,8,0,0,51,19,0.1,0.1,0.1,7,110,2,0,1,102,102,102,0,1,0,10,2,0.0,1,4,3,0,98,2,0,1,3,100.0,30.06.2029,33.381002397203275
Ritsu Doan,jp JPN,RW,26-259,"Sunday March 2, 2025",0,2,0.1,0.1,0.0,0.0,2,30,30,30,3,3,0,0,5,1,0.0,0.0,0.0,1,30,0,1,1,25,25,25,0,1,0,14,1,0.0,1,0,3,1,33,1,1,1,1,100.0,30.06.2030,15.940283118071193
Julian Brandt,de GER,"DM,AM,CM",28-317,"Saturday March 15, 2025",0,1,0.1,0.1,0.2,0.2,4,71,71,71,7,7,0,0,16,5,0.2,0.2,0.4,7,71,0,1,4,58,58,58,0,0,0,28,4,,0,1,1,0,56,13,1,4,0,0.0,30.06.2026,45.36418042994179
Maximilian Beier,de GER,FW,22-089,"Tuesday January 14, 2025",0,0,0.0,0.0,0.1,0.1,1,8,8,8,0,0,1,1,0,0,0.1,0.1,0.0,0,7,1,0,0,4,4,4,0,0,0,10,2,50.0,1,0,2,3,9,4,0,0,1,100.0,30.06.2029,14.552844620435948
Maximilian Beier,de GER,"RW,RM",22-100,"Saturday January 25, 2025",0,2,0.2,0.2,0.0,0.0,1,3,3,3,1,1,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,0,3,3,,0,0,1,0,1,0,1,0,1,100.0,30.06.2029,24.37565003220153
Konstantinos Koulierakis,gr GRE,CB,21-051,"Saturday January 18, 2025",0,1,0.0,0.0,0.0,0.0,0,42,42,42,2,2,0,0,14,7,0.0,0.0,0.0,2,35,7,0,0,30,30,30,0,5,1,1,1,,0,0,0,0,33,0,0,0,1,100.0,30.06.2029,41.21802963752083
Konstantinos Koulierakis,gr GRE,CB,21-121,"Saturday March 29, 2025",0,0,0.0,0.0,0.0,0.0,0,16,16,16,2,2,0,0,12,0,0.0,0.0,0.0,1,15,1,0,0,14,14,14,0,1,0,0,0,,0,0,0,0,13,0,0,0,1,100.0,30.06.2029,15.012302955416018
Hiroki Ito,jp JPN,LB,25-307,"Saturday March 15, 2025",0,0,0.0,0.0,0.0,0.0,0,10,10,10,4,4,0,0,7,0,0.0,0.0,0.0,2,10,0,0,1,8,8,8,0,2,0,6,1,,0,0,0,1,9,1,0,1,0,,30.06.2028,15.075872516177316
Konrad Laimer,at AUT,RB,27-285,"Saturday March 8, 2025",0,2,0.1,0.1,0.0,0.0,1,20,20,20,5,5,2,2,7,1,0.0,0.0,0.0,3,18,2,0,0,19,19,19,0,0,0,13,2,50.0,2,0,0,0,17,2,0,0,0,,30.06.2027,37.860961806579404
Konrad Laimer,at AUT,RB,27-348,"Saturday May 10, 2025",0,0,0.0,0.0,0.2,0.2,5,72,72,72,16,16,2,2,27,2,0.2,0.2,0.3,5,66,6,0,2,66,66,66,0,1,0,33,2,100.0,0,6,1,1,67,9,0,2,0,,30.06.2027,40.32029372205736
Hiroki Ito,jp JPN,LB,25-300,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,2,71,71,71,3,3,0,0,21,3,0.0,0.0,0.2,5,65,6,1,1,64,64,64,0,1,0,17,1,,0,2,1,0,60,1,0,1,0,0.0,30.06.2028,39.46106342299506
Konrad Laimer,at AUT,RB,27-236,"Saturday January 18, 2025",0,0,0.0,0.0,0.3,0.3,5,57,57,57,5,5,0,0,17,0,0.3,0.3,0.5,5,51,6,0,0,51,51,51,0,0,0,29,3,,0,1,1,1,44,4,3,0,0,,30.06.2027,53.6256276572213
Ritsu Doan,jp JPN,RM,26-272,"Saturday March 15, 2025",0,4,0.2,0.2,1.1,1.1,10,39,39,39,4,4,4,4,10,1,1.1,1.1,0.9,1,39,0,0,7,23,23,23,0,0,0,37,9,57.1,2,3,3,4,37,11,1,7,1,100.0,30.06.2030,93.73009878844697
Ritsu Doan,jp JPN,RW,26-111,"Saturday October 5, 2024",1,3,0.3,0.3,0.0,0.0,4,36,36,36,6,6,3,3,13,2,0.0,0.0,0.1,3,35,1,2,1,27,27,27,0,2,0,22,6,75.0,1,6,0,2,35,3,1,1,2,66.7,30.06.2030,95.86060876898759
Julian Brandt,de GER,CM,28-332,"Sunday March 30, 2025",0,1,0.1,0.1,0.5,0.5,6,36,36,36,5,5,1,1,9,1,0.5,0.5,0.3,3,35,1,2,1,25,25,25,0,2,0,17,3,25.0,3,0,0,0,29,8,0,1,2,50.0,30.06.2026,52.48531555118748
Konrad Laimer,at AUT,RB,27-124,"Saturday September 28, 2024",0,1,0.0,0.0,0.0,0.0,0,8,8,8,1,1,0,0,2,0,0.0,0.0,0.0,0,8,0,0,1,5,5,5,0,0,0,5,0,,0,0,0,0,8,2,0,1,0,,30.06.2027,3.773230257375424
Donyell Malen,nl NED,DM,25-257,"Sunday September 22, 2024",0,0,0.0,0.0,0.0,0.0,0,6,6,6,1,1,0,0,0,1,0.0,0.0,0.0,1,6,0,0,0,2,2,2,0,0,0,4,0,0.0,1,1,1,0,8,4,0,0,0,,-,-3.6991027777502943
Konstantinos Koulierakis,gr GRE,CB,21-162,"Friday May 9, 2025",0,2,0.1,0.1,0.0,0.0,0,60,60,60,3,3,0,0,33,4,0.0,0.0,0.0,6,58,2,0,0,50,50,50,0,8,0,4,3,,0,0,0,0,49,0,0,0,2,66.7,30.06.2029,47.69013175953542
Konstantinos Koulierakis,gr GRE,CB,21-086,"Saturday February 22, 2025",0,2,0.2,0.2,0.0,0.0,1,56,56,56,7,7,0,0,23,6,0.0,0.0,0.0,3,53,3,0,0,46,46,46,0,3,0,3,2,0.0,1,1,2,0,41,0,1,0,2,40.0,30.06.2029,14.248927823973453
Ritsu Doan,jp JPN,RW,26-216,"Saturday January 18, 2025",0,2,0.1,0.1,0.0,0.0,0,32,32,32,2,2,1,1,12,1,0.0,0.0,0.0,0,32,0,0,0,25,25,25,0,2,0,15,2,50.0,1,1,2,1,31,6,1,0,0,,30.06.2030,10.753188887571298
Konstantinos Koulierakis,gr GRE,CB,21-093,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,2,59,59,59,1,1,0,0,29,7,0.0,0.0,0.0,2,58,1,0,0,47,47,47,0,6,0,0,0,,0,0,0,0,46,0,0,0,3,60.0,30.06.2029,17.595291392897227
Konrad Laimer,at AUT,RB,27-272,"Sunday February 23, 2025",0,0,0.0,0.0,0.0,0.0,0,39,39,39,7,7,1,1,17,1,0.0,0.0,0.0,3,38,1,0,1,35,35,35,0,1,1,14,1,100.0,0,0,2,3,32,3,1,1,1,50.0,30.06.2027,14.714728791846156
Ritsu Doan,jp JPN,LW,26-230,"Saturday February 1, 2025",0,1,0.1,0.1,0.0,0.0,2,9,9,9,0,0,2,2,1,0,0.0,0.0,0.0,0,9,0,0,0,4,4,4,0,1,0,8,0,66.7,1,1,2,0,3,0,0,0,2,66.7,30.06.2030,12.72436505121476
Julian Brandt,de GER,CM,28-184,"Saturday November 2, 2024",0,4,0.5,0.5,0.2,0.2,7,52,52,52,6,6,0,0,17,2,0.2,0.2,0.2,3,51,1,0,1,45,45,45,0,0,0,28,5,0.0,1,1,1,2,47,7,0,1,0,0.0,30.06.2026,50.633868389612104
Konstantinos Koulierakis,gr GRE,CB,21-072,"Saturday February 8, 2025",0,0,0.0,0.0,0.0,0.0,1,64,64,64,3,3,0,0,23,7,0.0,0.0,0.1,4,57,7,0,0,51,51,51,0,1,0,1,0,,0,1,1,0,46,0,1,0,2,66.7,30.06.2029,13.433348925536754
Konstantinos Koulierakis,gr GRE,CB,21-047,"Tuesday January 14, 2025",0,0,0.0,0.0,0.0,0.0,1,33,33,33,3,3,0,0,12,2,0.0,0.0,0.0,3,30,3,0,0,25,25,25,0,2,0,2,0,0.0,2,0,0,0,23,0,2,0,0,,30.06.2029,4.017925934973567
Konrad Laimer,at AUT,RB,27-117,"Saturday September 21, 2024",0,1,0.0,0.0,0.0,0.0,4,54,54,54,9,9,0,0,15,0,0.0,0.0,0.0,7,54,0,0,0,48,48,48,0,1,0,23,2,,0,0,1,1,50,9,2,0,0,,30.06.2027,26.52333023841958
Julian Brandt,de GER,AM,28-143,"Sunday September 22, 2024",0,2,0.1,0.1,0.1,0.1,2,35,35,35,4,4,0,0,9,2,0.1,0.1,0.1,2,34,1,0,0,27,27,27,0,0,0,18,2,0.0,0,3,3,0,31,4,0,0,0,,30.06.2026,21.777723523183155
Ritsu Doan,jp JPN,RW,26-145,"Friday November 8, 2024",0,0,0.0,0.0,0.0,0.0,3,35,35,35,3,3,2,2,7,1,0.0,0.0,0.1,0,35,0,0,4,26,26,26,0,1,0,15,2,66.7,1,1,0,4,35,5,1,4,0,0.0,30.06.2030,3.9311030325578287
Julian Brandt,de GER,CM,28-257,"Tuesday January 14, 2025",0,0,0.0,0.0,0.4,0.4,4,35,35,35,2,2,0,0,12,1,0.4,0.4,0.2,1,25,10,0,8,23,23,23,0,0,1,25,3,0.0,1,0,3,1,27,9,0,8,0,0.0,30.06.2026,11.824449891070147
Ritsu Doan,jp JPN,RM,26-287,"Sunday March 30, 2025",0,0,0.0,0.0,0.0,0.0,2,44,44,44,5,5,2,2,9,3,0.0,0.0,0.1,4,43,1,0,6,31,31,31,0,2,0,28,2,100.0,0,1,0,6,43,8,3,6,0,0.0,30.06.2030,13.325040125396518
Konstantinos Koulierakis,gr GRE,CB,20-291,"Saturday September 14, 2024",0,0,0.0,0.0,0.0,0.0,0,9,9,9,0,0,0,0,2,1,0.0,0.0,0.0,0,6,3,0,2,6,6,6,0,0,0,5,0,,0,1,0,0,5,1,0,2,0,,30.06.2029,7.025529660660179
Maximilian Beier,de GER,CM,22-092,"Friday January 17, 2025",0,0,0.0,0.0,0.0,0.0,1,4,4,4,0,0,0,0,2,0,0.0,0.0,0.0,0,4,0,0,0,4,4,4,0,0,0,1,0,,0,0,0,0,4,2,0,0,0,,30.06.2029,4.0612479128498435
Konstantinos Koulierakis,gr GRE,CB,21-107,"Saturday March 15, 2025",0,0,0.0,0.0,0.0,0.0,1,79,79,79,6,6,0,0,36,8,0.0,0.0,0.1,7,71,7,0,0,62,62,62,1,8,1,2,1,,0,0,0,0,59,2,0,0,2,100.0,30.06.2029,47.400010161532535
Julian Brandt,de GER,AM,28-156,"Saturday October 5, 2024",0,0,0.0,0.0,0.4,0.4,4,46,46,46,8,8,2,2,16,2,0.4,0.4,0.4,5,43,3,2,3,38,38,38,0,0,0,20,1,66.7,1,3,0,1,39,5,0,3,0,0.0,30.06.2026,53.791807110372375
Konstantinos Koulierakis,gr GRE,CB,21-044,"Saturday January 11, 2025",0,1,0.0,0.0,0.1,0.1,1,50,50,50,3,3,1,1,19,8,0.1,0.1,0.0,2,45,4,0,0,44,44,44,1,10,0,6,4,100.0,0,0,2,0,40,0,1,0,3,50.0,30.06.2029,32.0866045650942
Maximilian Beier,de GER,"LW,FW",22-149,"Saturday March 15, 2025",0,5,1.0,1.0,0.0,0.0,4,30,30,30,6,6,1,1,2,0,0.0,0.0,0.3,2,29,1,0,2,21,21,21,0,0,0,27,11,50.0,1,0,1,2,28,11,1,2,1,100.0,30.06.2029,73.97393412354621
Maximilian Beier,de GER,"LW,RW",22-135,"Saturday March 1, 2025",0,3,0.2,0.2,0.0,0.0,2,24,24,24,0,0,1,1,3,0,0.0,0.0,0.1,0,24,0,0,2,18,18,18,0,1,0,12,4,50.0,1,0,0,0,23,7,1,2,1,50.0,30.06.2029,21.28622774602835
Konstantinos Koulierakis,gr GRE,CB,21-100,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,0,59,59,59,4,4,0,0,31,8,0.0,0.0,0.0,5,53,6,0,1,52,52,52,0,4,0,1,0,,0,0,1,0,47,1,1,1,2,66.7,30.06.2029,14.79148703168683
Julian Brandt,de GER,"AM,FW",28-303,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,1,3,3,3,1,1,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,3,3,3,0,0,0,1,0,,0,0,0,0,2,0,0,0,0,,30.06.2026,3.100174967513219
Konrad Laimer,at AUT,RB,27-250,"Saturday February 1, 2025",0,1,0.0,0.0,0.1,0.1,3,90,90,90,9,9,3,3,26,1,0.1,0.1,0.3,6,83,7,0,3,79,79,79,0,2,0,43,3,100.0,0,2,4,1,75,8,1,3,2,100.0,30.06.2027,61.53919931590585
Konrad Laimer,at AUT,RW,27-132,"Sunday October 6, 2024",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,1,1,1,1,0,0,0,2,0,,0,1,0,0,2,0,0,1,0,0.0,30.06.2027,2.2303076105519057
Julian Brandt,de GER,"DM,RM,CM",28-268,"Saturday January 25, 2025",0,2,0.2,0.2,0.4,0.4,3,30,30,30,3,3,0,0,7,1,0.4,0.4,0.7,1,29,0,0,2,22,22,22,1,0,0,11,4,,0,1,0,3,28,5,1,2,1,100.0,30.06.2026,34.18829734326246
Ritsu Doan,jp JPN,RW,26-250,"Friday February 21, 2025",2,4,0.5,0.5,0.0,0.0,4,27,27,27,4,4,1,1,8,2,0.0,0.0,0.0,0,25,1,0,1,20,20,20,1,4,0,13,5,33.3,2,2,2,1,25,6,0,1,0,0.0,30.06.2030,52.74419800180239
Hiroki Ito,jp JPN,LB,25-321,"Saturday March 29, 2025",0,0,0.0,0.0,0.2,0.2,2,23,23,23,1,1,0,0,5,1,0.2,0.2,0.1,2,22,1,0,0,20,20,20,0,0,0,5,1,,0,2,0,0,21,0,0,0,0,,30.06.2028,25.5510413125613
Konrad Laimer,at AUT,RB,27-306,"Saturday March 29, 2025",0,1,0.0,0.0,0.0,0.0,3,70,70,70,4,4,0,0,20,0,0.0,0.0,0.0,6,62,8,0,1,64,64,64,0,0,0,29,3,,0,4,0,1,56,7,1,1,0,0.0,30.06.2027,41.979645849828394
Konrad Laimer,at AUT,RB,27-166,"Saturday November 9, 2024",0,0,0.0,0.0,0.0,0.0,0,13,13,13,1,1,0,0,4,1,0.0,0.0,0.0,2,12,1,0,0,12,12,12,0,0,0,5,0,0.0,1,0,0,0,11,1,0,0,0,0.0,30.06.2027,9.953529246475211
Konrad Laimer,at AUT,RB,27-277,"Friday February 28, 2025",0,0,0.0,0.0,0.0,0.0,0,47,47,47,3,3,0,0,17,1,0.0,0.0,0.0,3,42,5,0,0,43,43,43,0,1,0,12,1,,0,1,2,0,35,1,5,0,2,100.0,30.06.2027,11.120174585762143
Ritsu Doan,jp JPN,RW,26-069,"Saturday August 24, 2024",1,3,0.9,0.9,0.0,0.0,3,20,20,20,2,2,1,1,4,1,0.0,0.0,0.0,1,20,0,0,2,14,14,14,0,0,0,12,6,50.0,1,1,1,1,19,4,1,2,0,0.0,30.06.2030,52.393919750106775
Konstantinos Koulierakis,gr GRE,CB,20-348,"Sunday November 10, 2024",0,2,0.1,0.1,0.0,0.0,1,19,19,19,0,0,1,1,7,1,0.0,0.0,0.0,1,15,4,0,1,16,16,16,0,5,0,4,3,100.0,0,1,0,0,12,0,2,1,3,50.0,30.06.2029,15.488562945719593
Donyell Malen,nl NED,"RW,LW",25-270,"Saturday October 5, 2024",0,0,0.0,0.0,0.0,0.0,0,10,10,10,0,0,0,0,4,0,0.0,0.0,0.0,0,6,4,0,1,9,9,9,0,0,0,13,3,0.0,3,0,0,0,10,4,0,1,0,,-,13.27165294762004
Julian Brandt,de GER,"CM,FW",28-275,"Saturday February 1, 2025",0,1,0.0,0.0,0.2,0.2,2,29,29,29,3,3,2,2,12,1,0.2,0.2,0.4,1,29,0,0,3,26,26,26,0,0,0,16,5,100.0,0,0,1,2,32,8,1,3,0,0.0,30.06.2026,24.30020246005523
Maximilian Beier,de GER,"RW,LW",21-354,"Saturday October 5, 2024",0,2,0.4,0.4,0.1,0.1,1,16,16,16,1,1,0,0,4,0,0.1,0.1,0.0,0,16,0,0,0,8,8,8,0,0,0,11,4,0.0,3,1,1,2,19,5,1,0,4,80.0,30.06.2029,14.397998491491554
Julian Brandt,de GER,AM,29-009,"Sunday May 11, 2025",1,2,0.4,0.4,0.5,0.5,3,31,31,31,2,2,1,1,7,3,0.5,0.5,0.4,4,31,0,2,0,23,23,23,0,0,0,12,3,33.3,2,1,1,2,28,6,0,0,0,0.0,30.06.2026,73.95691767882718
Maximilian Beier,de GER,FW,22-107,"Saturday February 1, 2025",1,1,0.4,0.4,0.0,0.0,3,14,14,14,2,2,0,0,4,1,0.0,0.0,0.0,2,14,0,0,0,11,11,11,0,1,0,8,2,,0,0,3,1,14,2,1,0,1,50.0,30.06.2029,32.05985269959261
Konrad Laimer,at AUT,RB,27-312,"Friday April 4, 2025",0,0,0.0,0.0,0.0,0.0,1,71,71,71,11,11,1,1,18,2,0.0,0.0,0.1,8,69,2,0,0,62,62,62,0,2,0,30,7,33.3,2,3,3,1,56,11,1,0,2,50.0,30.06.2027,46.830756563609015
Konrad Laimer,at AUT,RB,27-229,"Saturday January 11, 2025",0,0,0.0,0.0,0.2,0.2,4,65,65,65,7,7,0,0,19,1,0.2,0.2,0.2,6,58,7,0,3,56,56,56,0,0,0,33,8,,0,5,4,0,58,10,0,3,1,100.0,30.06.2027,51.925651542952764
Konrad Laimer,at AUT,RB,27-256,"Friday February 7, 2025",0,1,0.5,0.5,0.6,0.6,2,21,21,21,2,2,0,0,9,0,0.6,0.6,0.5,0,17,4,0,0,19,19,19,0,0,0,6,2,0.0,0,1,0,0,17,3,1,0,0,,30.06.2027,42.7989501017358
Ritsu Doan,jp JPN,RW,26-090,"Saturday September 14, 2024",0,7,1.2,1.2,0.0,0.0,7,27,27,27,5,5,2,2,10,2,0.0,0.0,0.1,4,27,0,1,1,17,17,17,0,1,0,21,6,66.7,1,1,2,1,29,5,0,1,1,50.0,30.06.2030,71.13956526130194
Konrad Laimer,at AUT,RB,27-153,"Sunday October 27, 2024",0,1,0.0,0.0,0.0,0.0,0,71,71,71,8,8,1,1,25,1,0.0,0.0,0.0,5,66,4,0,2,61,61,61,1,2,0,27,5,50.0,1,11,2,0,64,3,2,2,1,33.3,30.06.2027,34.65601754771045
Hiroki Ito,jp JPN,LB,25-292,"Friday February 28, 2025",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,,30.06.2028,6.973834881091817
